instructor,title,skills,rating,reviewcount,level,certificatetype,duration,crediteligibility,description,platform
Advancing Women in Tech,Real-World Cloud Product Management,"{"" Security Engineering"","" Cloud Computing"","" Business"","" Product Management""}",4.7,65,Beginner , Specialization ,40.0,True,"Real-World Cloud Product Management by Advancing Women in Tech is a beginner-level online program designed to teach key skills such as Security Engineering, Cloud Computing, Business, Product Management. The course typically takes around 1 - 3 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
JetBrains,Kotlin for Java Developers,"{"" Computer Programming"","" Programming Principles"","" Algorithms"","" Data Structures"","" Problem Solving"","" Computational Logic"","" Mathematics"","" Software Engineering""}",4.7,2k,Intermediate , Course ,40.0,False,"Kotlin for Java Developers by JetBrains is a intermediate-level online program designed to teach key skills such as Computer Programming, Programming Principles, Algorithms, Data Structures, Problem Solving, Computational Logic, Mathematics, Software Engineering. The course typically takes around 1 - 3 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
University of Illinois at Urbana-Champaign,Accounting Data Analytics,"{"" Python Programming"","" Statistical Programming"","" Data Analysis"","" Machine Learning"","" Computer Programming"","" Data Visualization"","" Probability & Statistics"","" Regression"","" Data Structures"","" Plot (Graphics)"","" Accounting"","" General Statistics"","" Statistical Analysis"","" Algorithms"","" Databases"","" Machine Learning Algorithms"","" SQL"","" Theoretical Computer Science"","" Data Architecture"","" Microsoft Excel""}",4.7,517,Intermediate , Specialization ,90.0,True,"Accounting Data Analytics by University of Illinois at Urbana-Champaign is a intermediate-level online program designed to teach key skills such as Python Programming, Statistical Programming, Data Analysis, Machine Learning, Computer Programming, Data Visualization, Probability & Statistics, Regression, Data Structures, Plot (Graphics), Accounting, General Statistics, Statistical Analysis, Algorithms, Databases, Machine Learning Algorithms, SQL, Theoretical Computer Science, Data Architecture, Microsoft Excel. The course typically takes around 3 - 6 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
IESE Business School,Claves de la Dirección de Empresas,"{"" Business Analysis"","" Leadership and Management"","" Strategy"","" Accounting"","" Communication"","" Finance"","" Data Analysis"","" Operational Analysis"","" Strategy and Operations"","" Calculus"","" Process Analysis"","" Business Psychology"","" Financial Accounting"","" Financial Analysis"","" Accounts Payable and Receivable"","" Business Intelligence"","" Culture"","" Human Resources"","" Market Analysis"","" Marketing"","" Media Strategy & Planning"","" Benefits"","" Collaboration"","" Influencing"","" Marketing Psychology"","" Persona Research"","" Behavioral Economics"","" General Accounting"","" Problem Solving""}",4.8,3.2k,Beginner , Specialization ,90.0,False,"Claves de la Dirección de Empresas by IESE Business School is a beginner-level online program designed to teach key skills such as Business Analysis, Leadership and Management, Strategy, Accounting, Communication, Finance, Data Analysis, Operational Analysis, Strategy and Operations, Calculus, Process Analysis, Business Psychology, Financial Accounting, Financial Analysis, Accounts Payable and Receivable, Business Intelligence, Culture, Human Resources, Market Analysis, Marketing, Media Strategy & Planning, Benefits, Collaboration, Influencing, Marketing Psychology, Persona Research, Behavioral Economics, General Accounting, Problem Solving. The course typically takes around 3 - 6 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
Macquarie University,Analysing: Numeric and digital literacies,"{"" Business Analysis"","" Accounting"","" Finance"","" Data Analysis"","" Entrepreneurship"","" Business Intelligence"","" Customer Analysis"","" Data Visualization"","" Data Visualization Software"","" Financial Accounting"","" Big Data"","" Data Analysis Software"","" General Statistics"","" Leadership and Management"","" Management Accounting"","" Market Research"","" Marketing"","" Probability & Statistics"","" Research and Design"","" Correlation And Dependence"","" Financial Analysis"","" Probability Distribution"","" Financial Management"","" Communication"","" Digital Marketing"","" Market Analysis"","" Organizational Development"","" Tableau Software""}",4.6,1.1k,Beginner , Specialization ,90.0,False,"Analysing: Numeric and digital literacies by Macquarie University is a beginner-level online program designed to teach key skills such as Business Analysis, Accounting, Finance, Data Analysis, Entrepreneurship, Business Intelligence, Customer Analysis, Data Visualization, Data Visualization Software, Financial Accounting, Big Data, Data Analysis Software, General Statistics, Leadership and Management, Management Accounting, Market Research, Marketing, Probability & Statistics, Research and Design, Correlation And Dependence, Financial Analysis, Probability Distribution, Financial Management, Communication, Digital Marketing, Market Analysis, Organizational Development, Tableau Software. The course typically takes around 3 - 6 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
"University of California, Irvine",Initiating and Planning Projects,"{"" Project Management"","" Conflict Management"","" Leadership and Management"","" Planning""}",4.7,22.4k,Mixed , Course ,40.0,False,"Initiating and Planning Projects by University of California, Irvine is a mixed-level online program designed to teach key skills such as Project Management, Conflict Management, Leadership and Management, Planning. The course typically takes around 1 - 3 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
Meta,Fundamentals of Social Media Advertising,"{"" Advertising"","" Communication"","" Digital Marketing"","" Marketing"","" Sales"","" Marketing Design"","" Research and Design"","" Social Media"","" Brand Management""}",4.8,2.1k,Beginner , Course ,40.0,False,"Fundamentals of Social Media Advertising by Meta is a beginner-level online program designed to teach key skills such as Advertising, Communication, Digital Marketing, Marketing, Sales, Marketing Design, Research and Design, Social Media, Brand Management. The course typically takes around 1 - 3 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
"University of California, Davis",Health Information Literacy for Data Analytics,"{"" Data Analysis"","" Data Management"","" Clinical Data Management"","" Data Model"","" Data Structures"","" Databases"","" Leadership and Management"","" Data Warehousing"","" Big Data"","" Extract"","" Transform"","" Load""}",4.4,201,Intermediate , Specialization ,90.0,False,"Health Information Literacy for Data Analytics by University of California, Davis is a intermediate-level online program designed to teach key skills such as Data Analysis, Data Management, Clinical Data Management, Data Model, Data Structures, Databases, Leadership and Management, Data Warehousing, Big Data, Extract, Transform, Load. The course typically takes around 3 - 6 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
University of Geneva,Water Cooperation and Diplomacy,"{"" Negotiation""}",,,Intermediate , Course ,40.0,False,Water Cooperation and Diplomacy by University of Geneva is a intermediate-level online program designed to teach key skills such as Negotiation. The course typically takes around 1 - 3 Months to complete and helps learners build a strong foundation for real-world applications.,COURSERA
University of California San Diego,Big Data,"{"" Data Analysis"","" Big Data"","" Data Management"","" Databases"","" Data Model"","" Exploratory Data Analysis"","" Machine Learning"","" Data Structures"","" Data Analysis Software"","" Data Visualization"","" SQL"","" Data Mining"","" Distributed Computing Architecture"","" Apache"","" Database Design"","" Extract"","" Transform"","" Load"","" Graph Theory"","" Probability & Statistics"","" Statistical Programming"","" Mathematics"","" Data Architecture"","" Data Warehousing"","" Machine Learning Algorithms"","" Process Analysis"","" Leadership and Management"","" Cloud Computing"","" PostgreSQL"","" Statistical Visualization"","" Algorithms"","" Human Learning""}",4.5,13.6k,Beginner , Specialization ,90.0,False,"Big Data by University of California San Diego is a beginner-level online program designed to teach key skills such as Data Analysis, Big Data, Data Management, Databases, Data Model, Exploratory Data Analysis, Machine Learning, Data Structures, Data Analysis Software, Data Visualization, SQL, Data Mining, Distributed Computing Architecture, Apache, Database Design, Extract, Transform, Load, Graph Theory, Probability & Statistics, Statistical Programming, Mathematics, Data Architecture, Data Warehousing, Machine Learning Algorithms, Process Analysis, Leadership and Management, Cloud Computing, PostgreSQL, Statistical Visualization, Algorithms, Human Learning. The course typically takes around 3 - 6 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
The University of Notre Dame,Ethical Leadership,"{"" Leadership and Management"","" Communication""}",4.8,51,Beginner , Specialization ,90.0,False,"Ethical Leadership by The University of Notre Dame is a beginner-level online program designed to teach key skills such as Leadership and Management, Communication. The course typically takes around 3 - 6 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
LearnQuest,Mastering Final Cut Pro,"{"" Media Production"","" Computer Graphics"","" Graphics Software"","" Visual Design"","" Computer Graphic Techniques"","" Creativity"","" Interactive Design"","" Media Strategy & Planning"","" Social Media""}",4.5,197,Beginner , Course ,40.0,False,"Mastering Final Cut Pro by LearnQuest is a beginner-level online program designed to teach key skills such as Media Production, Computer Graphics, Graphics Software, Visual Design, Computer Graphic Techniques, Creativity, Interactive Design, Media Strategy & Planning, Social Media. The course typically takes around 1 - 3 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
Emory University,Finance for Non-Financial Managers,"{"" Accounting"","" Finance"","" Financial Analysis"","" Financial Accounting"","" General Accounting"","" Financial Management"","" Generally Accepted Accounting Principles (GAAP)"","" Leadership and Management"","" Business Analysis"","" Data Analysis""}",4.4,385,Intermediate , Course ,40.0,False,"Finance for Non-Financial Managers by Emory University is a intermediate-level online program designed to teach key skills such as Accounting, Finance, Financial Analysis, Financial Accounting, General Accounting, Financial Management, Generally Accepted Accounting Principles (GAAP), Leadership and Management, Business Analysis, Data Analysis. The course typically takes around 1 - 3 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
University of London,Refugees in the 21st Century,"{""(501 reviews)""}",4.8,501,Beginner , Course ,40.0,False,Refugees in the 21st Century by University of London is a beginner-level online program designed to teach key skills such as (501 reviews). The course typically takes around 1 - 3 Months to complete and helps learners build a strong foundation for real-world applications.,COURSERA
University of Pennsylvania,Operations Analytics,"{"" Data Analysis"","" Forecasting"","" Leadership and Management"","" Mathematical Theory & Analysis"","" Mathematics"","" Operations Management"","" Operations Research"","" Probability & Statistics"","" Spreadsheet Software"","" Statistical Analysis""}",4.7,5k,Mixed , Course ,25.0,False,"Operations Analytics by University of Pennsylvania is a mixed-level online program designed to teach key skills such as Data Analysis, Forecasting, Leadership and Management, Mathematical Theory & Analysis, Mathematics, Operations Management, Operations Research, Probability & Statistics, Spreadsheet Software, Statistical Analysis. The course typically takes around 1 - 4 Weeks to complete and helps learners build a strong foundation for real-world applications.",COURSERA
LearnQuest,Introduction to Scrum Master Training,"{"" Agile Software Development"","" Collaboration"","" Leadership and Management"","" Planning"","" Product Development"","" Product Lifecycle"","" Product Management"","" Project Management"","" Scrum (Software Development)"","" Business Communication"","" Software Engineering""}",4.7,1.7k,Beginner , Course ,40.0,False,"Introduction to Scrum Master Training by LearnQuest is a beginner-level online program designed to teach key skills such as Agile Software Development, Collaboration, Leadership and Management, Planning, Product Development, Product Lifecycle, Product Management, Project Management, Scrum (Software Development), Business Communication, Software Engineering. The course typically takes around 1 - 3 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
Commonwealth Education Trust,Foundations of Teaching for Learning: Introduction,"{"" Human Learning"","" Planning""}",4.6,744,Mixed , Course ,25.0,False,"Foundations of Teaching for Learning: Introduction by Commonwealth Education Trust is a mixed-level online program designed to teach key skills such as Human Learning, Planning. The course typically takes around 1 - 4 Weeks to complete and helps learners build a strong foundation for real-world applications.",COURSERA
University at Buffalo,Improving Leadership & Governance in Nonprofit Organizations,"{"" Leadership and Management"","" Strategy"","" Strategy and Operations"","" Organizational Development"","" Business Psychology"","" Entrepreneurship"","" Marketing"","" Planning"","" Sales"","" Supply Chain and Logistics"","" Leadership Development"","" Performance Management"","" Risk Management""}",4.4,222,Beginner , Specialization ,90.0,False,"Improving Leadership & Governance in Nonprofit Organizations by University at Buffalo is a beginner-level online program designed to teach key skills such as Leadership and Management, Strategy, Strategy and Operations, Organizational Development, Business Psychology, Entrepreneurship, Marketing, Planning, Sales, Supply Chain and Logistics, Leadership Development, Performance Management, Risk Management. The course typically takes around 3 - 6 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
Universidad de Palermo,Dirección y Gestión de Negocios,"{"" Communication"","" Marketing"","" Organizational Development"","" Process Analysis"","" Strategy"","" Business Communication"","" Business Intelligence"","" Decision Making"","" Leadership and Management"","" Negotiation"","" Persona Research"","" Continuous Integration"","" Econometrics"","" Human Resources"","" Innovation"","" Operational Analysis"","" Planning"","" Project Management"","" Strategy and Operations"","" Marketing Design"","" Marketing Management"","" Probability & Statistics"","" Probability Distribution"","" Behavioral Economics"","" Cloud Load Balancing"","" Computational Logic"","" Customer Analysis"","" Extract"","" Transform"","" Load"","" Finance"","" General Statistics"","" User Experience Design"","" Business"","" Professional Development""}",4.8,1.6k,Beginner , Specialization ,40.0,False,"Dirección y Gestión de Negocios by Universidad de Palermo is a beginner-level online program designed to teach key skills such as Communication, Marketing, Organizational Development, Process Analysis, Strategy, Business Communication, Business Intelligence, Decision Making, Leadership and Management, Negotiation, Persona Research, Continuous Integration, Econometrics, Human Resources, Innovation, Operational Analysis, Planning, Project Management, Strategy and Operations, Marketing Design, Marketing Management, Probability & Statistics, Probability Distribution, Behavioral Economics, Cloud Load Balancing, Computational Logic, Customer Analysis, Extract, Transform, Load, Finance, General Statistics, User Experience Design, Business, Professional Development. The course typically takes around 1 - 3 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
HEC Paris,Investment Management in an Evolving and Volatile World by HEC Paris and AXA Investment Managers,"{"" Finance"","" Investment Management"","" Leadership and Management"","" Financial Analysis"","" Financial Management"","" Mathematics"","" Risk Management"","" Statistical Analysis"","" Market Analysis"","" Correlation And Dependence""}",4.6,733,Intermediate , Course ,25.0,False,"Investment Management in an Evolving and Volatile World by HEC Paris and AXA Investment Managers by HEC Paris is a intermediate-level online program designed to teach key skills such as Finance, Investment Management, Leadership and Management, Financial Analysis, Financial Management, Mathematics, Risk Management, Statistical Analysis, Market Analysis, Correlation And Dependence. The course typically takes around 1 - 4 Weeks to complete and helps learners build a strong foundation for real-world applications.",COURSERA
IBM,Cybersecurity Compliance Framework & System Administration,"{"" Cryptography"","" Linux"","" System Software""}",4.7,3.1k,Beginner , Course ,40.0,False,"Cybersecurity Compliance Framework & System Administration by IBM is a beginner-level online program designed to teach key skills such as Cryptography, Linux, System Software. The course typically takes around 1 - 3 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
Johns Hopkins University,Foundations of Global Health,"{"" Leadership and Management"","" Training"","" Human Learning"","" Planning"","" Culture""}",4.7,1.1k,Beginner , Specialization ,90.0,False,"Foundations of Global Health by Johns Hopkins University is a beginner-level online program designed to teach key skills such as Leadership and Management, Training, Human Learning, Planning, Culture. The course typically takes around 3 - 6 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
Google Cloud,Building No-Code Apps with AppSheet,"{"" Application Development"","" Mobile Development Tools"","" Spreadsheet Software"","" User Experience"","" Data Management"","" Databases"","" Google Cloud Platform"","" User Experience Design"","" Cloud Applications"","" Mobile Development""}",4.7,124,Beginner , Specialization ,90.0,False,"Building No-Code Apps with AppSheet by Google Cloud is a beginner-level online program designed to teach key skills such as Application Development, Mobile Development Tools, Spreadsheet Software, User Experience, Data Management, Databases, Google Cloud Platform, User Experience Design, Cloud Applications, Mobile Development. The course typically takes around 3 - 6 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
University of Pennsylvania,A Crash Course in Causality:  Inferring Causal Effects from Observational Data,"{"" General Statistics"","" Probability & Statistics"","" Statistical Tests"","" Data Analysis"","" Statistical Analysis"","" Experiment"","" Probability Distribution"","" R Programming"","" Regression"","" Statistical Programming""}",4.7,518,Intermediate , Course ,40.0,False,"A Crash Course in Causality:  Inferring Causal Effects from Observational Data by University of Pennsylvania is a intermediate-level online program designed to teach key skills such as General Statistics, Probability & Statistics, Statistical Tests, Data Analysis, Statistical Analysis, Experiment, Probability Distribution, R Programming, Regression, Statistical Programming. The course typically takes around 1 - 3 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
Microsoft,Data Modeling in Power BI,"{"" Data Analysis"","" Data Model"","" Power BI""}",4.3,90,Beginner , Course ,25.0,False,"Data Modeling in Power BI by Microsoft is a beginner-level online program designed to teach key skills such as Data Analysis, Data Model, Power BI. The course typically takes around 1 - 4 Weeks to complete and helps learners build a strong foundation for real-world applications.",COURSERA
Google,The Nuts and Bolts of Machine Learning,"{"" Machine Learning"","" Python Programming""}",4.8,149,Advanced , Course ,40.0,False,"The Nuts and Bolts of Machine Learning by Google is a advanced-level online program designed to teach key skills such as Machine Learning, Python Programming. The course typically takes around 1 - 3 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
IBM,Coding for Beginners: An Easy Introduction,"{"" Computer Programming"","" Python Programming""}",2.9,18,Beginner , Guided Project ,2.0,False,"Coding for Beginners: An Easy Introduction by IBM is a beginner-level online program designed to teach key skills such as Computer Programming, Python Programming. The course typically takes around Less Than 2 Hours to complete and helps learners build a strong foundation for real-world applications.",COURSERA
University of Geneva,Children's Human Rights - An Interdisciplinary Introduction,"{""(2k reviews)""}",4.7,2k,Beginner , Course ,40.0,False,Children's Human Rights - An Interdisciplinary Introduction by University of Geneva is a beginner-level online program designed to teach key skills such as (2k reviews). The course typically takes around 1 - 3 Months to complete and helps learners build a strong foundation for real-world applications.,COURSERA
Google,Цифровий маркетинг і електронна комерція від Google,"{"" Digital Marketing"","" Marketing"","" E-Commerce"","" Problem Solving"","" Social Media"","" Advertising"","" Marketing Management"","" Search Engine Optimization"","" Strategy"","" Data Analysis"","" Sales"","" Market Analysis"","" Process Analysis"","" Advertising Sales"","" Algorithms"","" Business Analysis"","" Data Structures"","" Google App Engine"","" Web Development Tools"","" Account Management""}",4.9,1.2k,Beginner , Professional Certificate ,90.0,False,"Цифровий маркетинг і електронна комерція від Google by Google is a beginner-level online program designed to teach key skills such as Digital Marketing, Marketing, E-Commerce, Problem Solving, Social Media, Advertising, Marketing Management, Search Engine Optimization, Strategy, Data Analysis, Sales, Market Analysis, Process Analysis, Advertising Sales, Algorithms, Business Analysis, Data Structures, Google App Engine, Web Development Tools, Account Management. The course typically takes around 3 - 6 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
Johns Hopkins University,Data Science: Statistics and Machine Learning,"{"" R Programming"","" Data Analysis"","" Statistical Analysis"","" Statistical Programming"","" Probability & Statistics"","" Statistical Machine Learning"","" General Statistics"","" Machine Learning Algorithms"","" Human Learning"","" Machine Learning"","" Problem Solving"","" Statistical Tests"","" Regression"","" Computer Programming"","" Algorithms"","" Applied Machine Learning"","" Correlation And Dependence"","" Data Model"","" Estimation"","" Probability Distribution"","" Machine Learning Software"","" Natural Language Processing"","" Basic Descriptive Statistics"","" Exploratory Data Analysis"","" Computer Graphics"","" Data Visualization"","" Interactive Data Visualization"","" Plot (Graphics)"","" Product Development"","" Web Development""}",4.4,7.1k,Intermediate , Specialization ,90.0,False,"Data Science: Statistics and Machine Learning by Johns Hopkins University is a intermediate-level online program designed to teach key skills such as R Programming, Data Analysis, Statistical Analysis, Statistical Programming, Probability & Statistics, Statistical Machine Learning, General Statistics, Machine Learning Algorithms, Human Learning, Machine Learning, Problem Solving, Statistical Tests, Regression, Computer Programming, Algorithms, Applied Machine Learning, Correlation And Dependence, Data Model, Estimation, Probability Distribution, Machine Learning Software, Natural Language Processing, Basic Descriptive Statistics, Exploratory Data Analysis, Computer Graphics, Data Visualization, Interactive Data Visualization, Plot (Graphics), Product Development, Web Development. The course typically takes around 3 - 6 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
University of London,Foundations of Data Science: K-Means Clustering in Python,"{"" Data Analysis"","" Computer Programming"","" Python Programming"","" Statistical Analysis"","" Statistical Programming"","" Applied Machine Learning"","" Basic Descriptive Statistics"","" Data Visualization"","" General Statistics"","" Machine Learning"","" Machine Learning Algorithms""}",4.6,619,Beginner , Course ,40.0,False,"Foundations of Data Science: K-Means Clustering in Python by University of London is a beginner-level online program designed to teach key skills such as Data Analysis, Computer Programming, Python Programming, Statistical Analysis, Statistical Programming, Applied Machine Learning, Basic Descriptive Statistics, Data Visualization, General Statistics, Machine Learning, Machine Learning Algorithms. The course typically takes around 1 - 3 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
"University of California, Irvine",Conflict Management,"{"" Collaboration"","" Communication"","" Conflict Management"","" Leadership and Management""}",4.4,2k,Beginner , Specialization ,90.0,False,"Conflict Management by University of California, Irvine is a beginner-level online program designed to teach key skills such as Collaboration, Communication, Conflict Management, Leadership and Management. The course typically takes around 3 - 6 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
Sciences Po,Politics and Economics of International Energy,"{""(1.7k reviews)""}",4.7,1.7k,Beginner , Course ,40.0,False,Politics and Economics of International Energy by Sciences Po is a beginner-level online program designed to teach key skills such as (1.7k reviews). The course typically takes around 1 - 3 Months to complete and helps learners build a strong foundation for real-world applications.,COURSERA
IBM,"Penetration Testing, Incident Response and Forensics","{"" Security Strategy"","" Computer Security Incident Management"","" Python Programming"","" Computer Programming"","" Leadership and Management""}",4.6,2.2k,Beginner , Course ,25.0,False,"Penetration Testing, Incident Response and Forensics by IBM is a beginner-level online program designed to teach key skills such as Security Strategy, Computer Security Incident Management, Python Programming, Computer Programming, Leadership and Management. The course typically takes around 1 - 4 Weeks to complete and helps learners build a strong foundation for real-world applications.",COURSERA
Duke University,English Composition I,"{"" Writing""}",4.6,1.1k,Beginner , Course ,40.0,False,English Composition I by Duke University is a beginner-level online program designed to teach key skills such as Writing. The course typically takes around 1 - 3 Months to complete and helps learners build a strong foundation for real-world applications.,COURSERA
University of Colorado System,Data Warehousing for Business Intelligence,"{"" Data Warehousing"","" Data Management"","" Databases"","" Database Design"","" Business Intelligence"","" Data Model"","" Database Administration"","" Business Analysis"","" SQL"","" Data Analysis"","" Data Architecture"","" Warehouse Management"","" Data Visualization"","" Leadership and Management"","" Systems Design"","" Database Application"","" Extract"","" Transform"","" Load"","" Critical Thinking"","" Performance Management"","" Marketing Design""}",4.5,3.9k,Advanced , Specialization ,90.0,False,"Data Warehousing for Business Intelligence by University of Colorado System is a advanced-level online program designed to teach key skills such as Data Warehousing, Data Management, Databases, Database Design, Business Intelligence, Data Model, Database Administration, Business Analysis, SQL, Data Analysis, Data Architecture, Warehouse Management, Data Visualization, Leadership and Management, Systems Design, Database Application, Extract, Transform, Load, Critical Thinking, Performance Management, Marketing Design. The course typically takes around 3 - 6 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
University of California San Diego,Algorithmic Toolbox,"{"" Algorithms"","" Computer Programming"","" Problem Solving"","" Theoretical Computer Science"","" Computational Thinking"","" Critical Thinking"","" Computer Programming Tools"","" Computational Logic"","" Data Structures"","" Programming Principles"","" Software Testing""}",4.6,12.3k,Intermediate , Course ,40.0,False,"Algorithmic Toolbox by University of California San Diego is a intermediate-level online program designed to teach key skills such as Algorithms, Computer Programming, Problem Solving, Theoretical Computer Science, Computational Thinking, Critical Thinking, Computer Programming Tools, Computational Logic, Data Structures, Programming Principles, Software Testing. The course typically takes around 1 - 3 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
University of Toronto,Gender Analytics: Gender Equity through Inclusive Design,"{"" Research and Design"","" Critical Thinking"","" Organizational Development"","" People Analysis"","" Business Analysis"","" Decision Making"","" Data Analysis"","" Emotional Intelligence"","" Leadership and Management"","" People Development"","" Strategy and Operations"","" Business Psychology"","" Communication"","" Data Management"","" Human Resources"","" Leadership Development"","" Problem Solving"","" Strategy"","" User Experience Design"","" Change Management"","" General Statistics"","" Human Computer Interaction"","" Innovation"","" Probability & Statistics"","" Statistical Analysis"","" User Experience"","" Creativity"","" Market Research""}",4.8,478,Beginner , Specialization ,90.0,False,"Gender Analytics: Gender Equity through Inclusive Design by University of Toronto is a beginner-level online program designed to teach key skills such as Research and Design, Critical Thinking, Organizational Development, People Analysis, Business Analysis, Decision Making, Data Analysis, Emotional Intelligence, Leadership and Management, People Development, Strategy and Operations, Business Psychology, Communication, Data Management, Human Resources, Leadership Development, Problem Solving, Strategy, User Experience Design, Change Management, General Statistics, Human Computer Interaction, Innovation, Probability & Statistics, Statistical Analysis, User Experience, Creativity, Market Research. The course typically takes around 3 - 6 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
Coursera Project Network,ChatGPT for Beginners: Save time with Microsoft Excel,"{"" Data Management"","" Microsoft Excel""}",4.6,27,Intermediate , Guided Project ,2.0,False,"ChatGPT for Beginners: Save time with Microsoft Excel by Coursera Project Network is a intermediate-level online program designed to teach key skills such as Data Management, Microsoft Excel. The course typically takes around Less Than 2 Hours to complete and helps learners build a strong foundation for real-world applications.",COURSERA
University of Western Australia,Blood Film Morphology - A Practical Guide,"{""(50 reviews)""}",4.8,50,Intermediate , Course ,40.0,False,Blood Film Morphology - A Practical Guide by University of Western Australia is a intermediate-level online program designed to teach key skills such as (50 reviews). The course typically takes around 1 - 3 Months to complete and helps learners build a strong foundation for real-world applications.,COURSERA
Louisiana State University,Flores Master of Business Administration,{Degree},,,Degree,,,False,Flores Master of Business Administration by Louisiana State University is a degree-level online program designed to teach key skills such as Degree. The course typically takes around None to complete and helps learners build a strong foundation for real-world applications.,COURSERA
University of Illinois at Urbana-Champaign,Managerial Economics and Business Analysis,"{"" Market Analysis"","" Finance"","" Business Analysis"","" Financial Analysis"","" Data Analysis"","" Behavioral Economics"","" Decision Making"","" Econometrics"","" Probability & Statistics"","" Accounting"","" Banking"","" General Statistics"","" Statistical Analysis"","" Leadership and Management"","" Basic Descriptive Statistics"","" Exploratory Data Analysis"","" Financial Accounting"","" Financial Management"","" Strategy and Operations"","" Investment Management"","" Market Research"","" Probability Distribution"","" Regulations and Compliance"","" Marketing"","" Risk Management"","" Securities Trading"","" Statistical Tests"","" Correlation And Dependence"","" Securities Sales"","" Strategy"","" Taxes"","" Game Theory"","" Microsoft Excel""}",4.8,3.8k,Beginner , Specialization ,90.0,True,"Managerial Economics and Business Analysis by University of Illinois at Urbana-Champaign is a beginner-level online program designed to teach key skills such as Market Analysis, Finance, Business Analysis, Financial Analysis, Data Analysis, Behavioral Economics, Decision Making, Econometrics, Probability & Statistics, Accounting, Banking, General Statistics, Statistical Analysis, Leadership and Management, Basic Descriptive Statistics, Exploratory Data Analysis, Financial Accounting, Financial Management, Strategy and Operations, Investment Management, Market Research, Probability Distribution, Regulations and Compliance, Marketing, Risk Management, Securities Trading, Statistical Tests, Correlation And Dependence, Securities Sales, Strategy, Taxes, Game Theory, Microsoft Excel. The course typically takes around 3 - 6 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
Infosec,Python for Cybersecurity,"{"" Python Programming"","" Computer Programming""}",4.5,334,Intermediate , Specialization ,90.0,False,"Python for Cybersecurity by Infosec is a intermediate-level online program designed to teach key skills such as Python Programming, Computer Programming. The course typically takes around 3 - 6 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
University of Colorado Boulder,Introduction to Systems Engineering,"{"" Risk Management""}",5.0,17,Beginner , Specialization ,90.0,False,Introduction to Systems Engineering by University of Colorado Boulder is a beginner-level online program designed to teach key skills such as Risk Management. The course typically takes around 3 - 6 Months to complete and helps learners build a strong foundation for real-world applications.,COURSERA
University of Pennsylvania,People Analytics,"{"" Data Analysis"","" Human Resources"","" Human Resources Operations"","" Leadership and Management"","" Organizational Development"","" People Analysis"","" People Management"","" Performance Management"","" Talent Management"","" People Development"","" Collaboration""}",4.6,5.9k,Mixed , Course ,25.0,False,"People Analytics by University of Pennsylvania is a mixed-level online program designed to teach key skills such as Data Analysis, Human Resources, Human Resources Operations, Leadership and Management, Organizational Development, People Analysis, People Management, Performance Management, Talent Management, People Development, Collaboration. The course typically takes around 1 - 4 Weeks to complete and helps learners build a strong foundation for real-world applications.",COURSERA
University of Virginia,Foundations of Business Strategy,"{"" Entrepreneurship"","" Leadership and Management"","" Marketing"","" Sales"","" Strategy"","" Strategy and Operations"","" Market Analysis""}",4.8,2.9k,Beginner , Course ,25.0,False,"Foundations of Business Strategy by University of Virginia is a beginner-level online program designed to teach key skills such as Entrepreneurship, Leadership and Management, Marketing, Sales, Strategy, Strategy and Operations, Market Analysis. The course typically takes around 1 - 4 Weeks to complete and helps learners build a strong foundation for real-world applications.",COURSERA
